"aseg_Left_Cerebellum_White_Matter","aseg_Left_Cerebellum_Cortex","aseg_Left_Thalamus_Proper","aseg_Left_Caudate","aseg_Left_Putamen","aseg_Left_Pallidum","aseg_Left_Hippocampus","aseg_Left_Amygdala","aseg_Left_Accumbens_area","aseg_Right_Cerebellum_White_Matter","aseg_Right_Cerebellum_Cortex","aseg_Right_Thalamus_Proper","aseg_Right_Caudate","aseg_Right_Putamen","aseg_Right_Pallidum","aseg_Right_Hippocampus","aseg_Right_Amygdala","aseg_Right_Accumbens_area","aseg_Optic_Chiasm","aseg_CC_Posterior","aseg_CC_Mid_Posterior","aseg_CC_Central","aseg_CC_Mid_Anterior","aseg_CC_Anterior"
-0.282718432717473,1.77647832398499,0.30963891824035,-0.177674968273042,-0.261757430386219,0.525423166653289,0.160490008192387,0.0391802897725586,0.0906046310961854,-0.253911989746839,1.38338025884399,0.377260217912766,-0.137211488826083,0.0726319111685069,0.454364764917428,0.534932108086088,-0.49098443713847,-0.368521838180996,1.74766665261011,1.83006565532293,1.3357842696077,0.232815454208872,1.4551574973041,1.32519489079554
0.0313356111982078,0.973976557178108,0.947631124680145,1.04207743889667,1.81020381504526,1.42336542910991,0.8197579482797,1.61942687486104,0.424384220347222,-0.041677559753369,1.24410664785438,1.59236286207634,0.979046741105983,1.53345928155231,1.06148056409539,0.543707473450428,0.907960824680883,0.383436866078525,0.310528278496909,1.24702027539572,0.0945717139383063,-0.0819416364163186,-0.0160930667964714,1.6169498765963
-0.722839968958364,-1.32020641260299,-0.242234354159612,0.120418174547757,0.28949039731829,-0.426051164327186,-0.378568817581325,-0.75762480651413,0.289701228193295,-0.745464122915029,-1.22458862937258,-0.695378343162023,0.0849931197377783,0.568693517955847,-0.182345209417595,-0.573914058977369,-0.462374428776451,0.880476236553612,0.419651965929574,-0.45251489305984,0.237788547284776,0.74566291460976,0.453872182183203,0.259654942653628
0.0197212928807401,0.978817748662863,-1.1523801945289,0.215090705676485,0.178608040115009,-0.0112940073293372,-0.515592150389726,-0.589744487485174,1.56235790767678,-0.17139882897735,0.888296356942974,-1.01477362621591,0.504971463672615,0.412106124710362,-0.121416025270702,-0.315378294781769,-0.776243049924493,1.02340172076748,-0.368921096083831,-0.170818810623098,0.782180019069599,-0.501820303640268,-0.557533515149905,0.719197874833879
-0.836394201919861,-0.779391144356541,-1.11855570363987,-1.20943202340506,-0.83630349656924,-0.277092364956466,-0.833556550881017,-0.549653665030497,0.04766222780073,-0.896566807797,-0.637907563390436,-0.698879764558982,-1.04348054679073,-0.836512075676664,-0.583172199412506,-1.04013347012905,-0.109377413839177,-0.455983701655153,-0.165086283709609,0.237219368587599,0.488208624305794,0.483770431869496,0.701189022494175,-0.651935240253494
0.270669675350117,-0.709289992568262,0.644990943041456,0.400193821528986,0.857852363164423,-0.232870221393283,0.0490644408536879,-0.287392868139491,0.290677191904556,0.215009641625267,-0.508211883255503,-0.000565034702887283,0.622472329981253,0.922375467950477,0.0744277809157365,-0.161246877485002,0.634903538990429,-0.105069639667376,-0.0147838463023544,0.991060546005524,-0.905433543463354,-0.669528714861412,-0.660002385048569,0.101092450370606
-1.34720846203735,-0.985272861650464,-1.25262975469672,-1.32319331335607,-0.483378328505878,-0.438154066776057,-0.337411626041805,0.172816364621479,0.373634107361685,-0.883451403346996,-0.540963814619876,-0.8563343080035,-1.25715373931898,-0.56142611456973,-0.6110255407368,-0.0588676149010179,0.94877216013847,0.384503474169673,-0.173322033704527,1.72899197790377,1.86426275990959,0.988110943875108,1.91310479240677,0.901400593239097
0.0643806840581242,0.116299189225481,0.536841584014689,0.0581386886932175,0.195146913109014,-0.912029247274161,0.117074190287896,0.344872810989464,-0.240247067021071,-0.19142094501447,0.501505395852654,0.259524923440005,0.619369996877395,0.150623315526298,-0.0265405813848278,0.154216256894658,-0.241488334804974,-0.889026586661344,1.36470427784642,1.46975671267128,0.0166818572060165,0.00434312587861785,-0.0325386878913188,1.01037626975361
0.69072684743885,1.8587960564514,2.4426958749298,1.69803660569897,2.77161569300108,1.04677896445081,2.25549144094795,1.63112003141032,2.50221096162049,0.584812614156732,2.1917641832055,2.23596788260494,1.85817038441187,2.65027805441997,0.829514455879008,1.53037355351805,1.03165703730491,1.25698889272895,0.322881903489286,2.422937642777,0.313165827993443,0.763284450571401,1.22744889752929,3.17028571008889
-0.0675838615304435,-0.313273538225055,-1.46714823638767,-1.3048758175165,-0.124700508966341,-0.221232815192446,-0.508565312809808,-0.821101942067367,-0.509613051328926,-0.288078169406511,-0.57629063492977,-1.007770783422,-1.49428832594516,-0.190513505472796,-0.154491868093301,-0.377030861700477,-1.43469397766804,-0.113602504396562,0.100516653626499,0.779086583640335,0.558560752967218,0.0529542595659058,0.442486752194462,1.46184692959945
