"aseg_Left_Cerebellum_Cortex","aseg_Left_Thalamus_Proper","aseg_Left_Caudate","aseg_Left_Putamen","aseg_Left_Pallidum","aseg_Brain_Stem","aseg_Left_Hippocampus","aseg_Left_Amygdala","aseg_Right_Cerebellum_Cortex","aseg_Right_Thalamus_Proper","aseg_Right_Caudate","aseg_Right_Putamen","aseg_Right_Pallidum","aseg_Right_Hippocampus","aseg_Right_Amygdala"
1.77647832398499,0.30963891824035,-0.177674968273042,-0.261757430386219,0.525423166653289,1.03984245620102,0.160490008192387,0.0391802897725586,1.38338025884399,0.377260217912766,-0.137211488826083,0.0726319111685069,0.454364764917428,0.534932108086088,-0.49098443713847
0.973976557178108,0.947631124680145,1.04207743889667,1.81020381504526,1.42336542910991,0.855697297871988,0.8197579482797,1.61942687486104,1.24410664785438,1.59236286207634,0.979046741105983,1.53345928155231,1.06148056409539,0.543707473450428,0.907960824680883
-1.32020641260299,-0.242234354159612,0.120418174547757,0.28949039731829,-0.426051164327186,-0.807561377912289,-0.378568817581325,-0.75762480651413,-1.22458862937258,-0.695378343162023,0.0849931197377783,0.568693517955847,-0.182345209417595,-0.573914058977369,-0.462374428776451
0.978817748662863,-1.1523801945289,0.215090705676485,0.178608040115009,-0.0112940073293372,-0.229110820656749,-0.515592150389726,-0.589744487485174,0.888296356942974,-1.01477362621591,0.504971463672615,0.412106124710362,-0.121416025270702,-0.315378294781769,-0.776243049924493
-0.779391144356541,-1.11855570363987,-1.20943202340506,-0.83630349656924,-0.277092364956466,-1.40649100792955,-0.833556550881017,-0.549653665030497,-0.637907563390436,-0.698879764558982,-1.04348054679073,-0.836512075676664,-0.583172199412506,-1.04013347012905,-0.109377413839177
-0.709289992568262,0.644990943041456,0.400193821528986,0.857852363164423,-0.232870221393283,0.64162438890133,0.0490644408536879,-0.287392868139491,-0.508211883255503,-0.000565034702887283,0.622472329981253,0.922375467950477,0.0744277809157365,-0.161246877485002,0.634903538990429
-0.985272861650464,-1.25262975469672,-1.32319331335607,-0.483378328505878,-0.438154066776057,-0.646850605690683,-0.337411626041805,0.172816364621479,-0.540963814619876,-0.8563343080035,-1.25715373931898,-0.56142611456973,-0.6110255407368,-0.0588676149010179,0.94877216013847
0.116299189225481,0.536841584014689,0.0581386886932175,0.195146913109014,-0.912029247274161,0.067211372413855,0.117074190287896,0.344872810989464,0.501505395852654,0.259524923440005,0.619369996877395,0.150623315526298,-0.0265405813848278,0.154216256894658,-0.241488334804974
1.8587960564514,2.4426958749298,1.69803660569897,2.77161569300108,1.04677896445081,1.32567536810098,2.25549144094795,1.63112003141032,2.1917641832055,2.23596788260494,1.85817038441187,2.65027805441997,0.829514455879008,1.53037355351805,1.03165703730491
-0.313273538225055,-1.46714823638767,-1.3048758175165,-0.124700508966341,-0.221232815192446,-0.770474276630379,-0.508565312809808,-0.821101942067367,-0.57629063492977,-1.007770783422,-1.49428832594516,-0.190513505472796,-0.154491868093301,-0.377030861700477,-1.43469397766804
